Multiple Seasons: Weekly Ice Coverage for the seasons 1968;2024 Weeks:0430-1112
Historical Period used for Average and Median Calculations : 1991 - 2020
Plusieurs saisons: Couverture des glaces hebdomadaire pour les saisons 1968;2024 Semaines:0430-1112
Période historique utilisée pour le calcul de la moyenne et de la médiane: 1991 - 2020

CIS WA Beaufort Sea: Mackenzie (cwa01_02) - Area: 118521 km²
CIS WA Mer de Beaufort : Mackenzie (cwa01_02) - Aire: 118521 km²

Week,Status,Interpolated (%),<abbr title="Total Concentration">CT</abbr> ,No Data,Old Ice,First-Year Ice,Young Ice,New Ice,Average <abbr title="Total Concentration">CT</abbr>,Median <abbr title="Total Concentration">CT</abbr>
Semaine,État,Interpolée (%),<abbr title="Concentration totale">CT</abbr>,Aucune donnée,Vieille glace,Glace première année,Jeune glace,Nouvelle glace,<abbr title="Concentration totale">CT</abbr> Moyenne,<abbr title="Concentration totale">CT</abbr> Médiane
20140813,2,0,0.1292,.0000,.1244,.0048,.0000,.0000,.2224,.1780
20140820,2,0,0.0576,.0000,.0547,.0029,.0000,.0000,.2055,.1283
20140827,2,0,0.0587,.0000,.0532,.0055,.0000,.0000,.1992,.1212
20140903,2,0,0.0682,.0000,.0652,.0031,.0000,.0000,.1583,.0999
20140910,2,0,0.1296,.0000,.1202,.0094,.0000,.0000,.1391,.0964
20140917,2,0,0.1389,.0000,.1144,.0070,.0000,.0176,.1411,.0975
20140924,2,0,0.0247,.0000,.0203,.0025,.0000,.0026,.1500,.0411
20141001,2,0,0.0041,.0000,.0032,.0004,.0001,.0004,.2287,.1023
20141008,2,0,0.0666,.0000,.0206,.0000,.0053,.0408,.3202,.2304
20141015,2,0,0.1549,.0000,.0334,.0000,.0304,.0929,.4851,.3759
20141022,2,0,0.2003,.0000,.0154,.0020,.0191,.1647,.6117,.7234
20141029,2,0,0.7027,.0000,.0025,.0020,.2124,.4988,.8024,.9504
20141105,2,0,0.9704,.0000,.0010,.0091,.7243,.2645,.9037,.9719
20141112,2,0,0.9336,.0000,.0000,.0014,.7461,.2070,.9532,.9720
20150430,2,0,0.8571,.0000,.0649,.7441,.0145,.0397,.9444,.9756
20150507,2,0,0.9004,.0000,.0554,.7870,.0178,.0487,.9236,.9621
20150514,2,0,0.8141,.0000,.0325,.7664,.0116,.0095,.8926,.9282
20150521,2,0,0.739,.0000,.0245,.7167,.0000,.0000,.8264,.8633
20150528,2,0,0.6074,.0000,.0087,.5998,.0000,.0000,.7823,.7946
20150604,2,0,0.5045,.0000,.0070,.4986,.0000,.0000,.7333,.7611
20150611,2,0,0.3966,.0000,.0222,.3760,.0000,.0000,.6451,.6600
20150618,2,0,0.3768,.0000,.0313,.3468,.0000,.0000,.6016,.6488
20150625,2,0,0.4359,.0000,.1115,.3265,.0000,.0000,.5414,.5244
20150702,2,0,0.3927,.0000,.1765,.2166,.0000,.0000,.4637,.4039
20150709,2,0,0.3254,.0000,.2379,.0875,.0000,.0000,.4075,.4194
20150716,2,0,0.3307,.0000,.3048,.0294,.0000,.0000,.3634,.3836
20150723,2,0,0.2067,.0000,.2064,.0003,.0000,.0000,.3354,.3417
20150730,2,0,0.2754,.0000,.2754,.0000,.0000,.0000,.3014,.2944
20150806,2,0,0.2953,.0000,.2953,.0000,.0000,.0000,.2472,.1947
20150813,2,0,0.203,.0000,.2030,.0000,.0000,.0000,.2224,.1780
20150820,2,0,0.3063,.0000,.3063,.0000,.0000,.0000,.2055,.1283
20150827,2,0,0.1939,.0000,.1939,.0000,.0000,.0000,.1992,.1212
20150903,2,0,0.1011,.0000,.1011,.0000,.0000,.0000,.1583,.0999
20150910,2,0,0.0877,.0000,.0877,.0000,.0000,.0000,.1391,.0964
20150917,2,0,0.0266,.0000,.0266,.0000,.0000,.0000,.1411,.0975
20150924,2,0,0.0334,.0000,.0334,.0000,.0000,.0000,.1500,.0411
20151001,2,0,0.0044,.0000,.0044,.0000,.0000,.0000,.2287,.1023
20151008,2,0,0.0735,.0000,.0296,.0000,.0168,.0272,.3202,.2304
20151015,2,0,0.3302,.0000,.0803,.0000,.0729,.1829,.4851,.3759
20151022,2,0,0.3824,.0000,.0477,.0000,.1347,.2085,.6117,.7234
20151029,2,0,0.8695,.0000,.0389,.0139,.3077,.5262,.8024,.9504
20151105,2,0,0.9714,.0000,.0779,.1648,.6864,.0602,.9037,.9719
20151112,2,0,0.9291,.0000,.0484,.1760,.4727,.2542,.9532,.9720
20160430,2,0,0.6319,.0000,.0152,.3419,.1092,.1701,.9444,.9756
20160507,2,0,0.5135,.0000,.0348,.4455,.0363,.0010,.9236,.9621
20160514,2,0,0.4213,.0000,.0572,.3639,.0002,.0000,.8926,.9282
20160521,2,0,0.1986,.0000,.0241,.1752,.0000,.0000,.8264,.8633
20160528,2,0,0.2016,.0000,.0381,.1635,.0000,.0000,.7823,.7946
20160604,2,0,0.2272,.0000,.0615,.1657,.0000,.0000,.7333,.7611
20160611,2,0,0.2839,.0000,.1330,.1509,.0000,.0000,.6451,.6600
20160618,2,0,0.2717,.0000,.1471,.1246,.0000,.0000,.6016,.6488
20160625,2,0,0.1799,.0000,.1138,.0662,.0000,.0000,.5414,.5244
20160702,2,0,0.1774,.0000,.1470,.0312,.0000,.0000,.4637,.4039
20160709,2,0,0.194,.0000,.1462,.0478,.0000,.0000,.4075,.4194
20160716,2,0,0.349,.0000,.2897,.0630,.0000,.0000,.3634,.3836
20160723,2,0,0.3263,.0000,.2955,.0308,.0000,.0000,.3354,.3417
20160730,2,0,0.2125,.0000,.1919,.0205,.0000,.0000,.3014,.2944
20160806,2,0,0.0479,.0000,.0479,.0000,.0000,.0000,.2472,.1947
20160813,2,0,0.009,.0000,.0090,.0000,.0000,.0000,.2224,.1780
20160820,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2055,.1283
20160827,2,0,0.0038,.0000,.0038,.0000,.0000,.0000,.1992,.1212
20160903,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1583,.0999
20160910,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1391,.0964
20160917,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1411,.0975
20160924,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1500,.0411
20161001,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2287,.1023
20161008,2,0,0.0024,.0000,.0000,.0000,.0007,.0017,.3202,.2304
20161015,2,0,0.163,.0000,.0000,.0000,.0086,.1547,.4851,.3759
20161022,2,0,0.5103,.0000,.0000,.0174,.2036,.2943,.6117,.7234
20161029,2,0,0.6543,.0000,.0000,.0112,.3127,.3388,.8024,.9504
20161105,2,0,0.9373,.0000,.0000,.0158,.6967,.2363,.9037,.9719
20161112,2,0,0.94,.0000,.0000,.1962,.6513,.1152,.9532,.9720
20170430,2,0,0.973,.0000,.0160,.8373,.0750,.0602,.9444,.9756
20170507,2,0,0.9367,.0000,.0170,.8329,.0460,.0529,.9236,.9621
20170514,2,0,0.8334,.0000,.0174,.7390,.0837,.0063,.8926,.9282
20170521,2,0,0.8171,.0000,.0175,.7342,.0779,.0000,.8264,.8633
20170528,2,0,0.7688,.0000,.0184,.7029,.0580,.0000,.7823,.7946
20170604,2,0,0.6699,.0000,.0217,.6131,.0407,.0000,.7333,.7611
20170611,2,0,0.5132,.0000,.0077,.5055,.0000,.0000,.6451,.6600
20170618,2,0,0.2988,.0000,.0038,.2950,.0000,.0000,.6016,.6488
20170625,2,0,0.199,.0000,.0000,.1990,.0000,.0000,.5414,.5244
20170702,2,0,0.0304,.0000,.0000,.0304,.0000,.0000,.4637,.4039
20170709,2,0,0.0406,.0000,.0018,.0388,.0000,.0000,.4075,.4194
20170716,2,0,0.0844,.0000,.0227,.0616,.0000,.0000,.3634,.3836
20170723,2,0,0.1692,.0000,.0394,.1310,.0000,.0000,.3354,.3417
20170730,2,0,0.1278,.0000,.0344,.0944,.0000,.0000,.3014,.2944
20170806,2,0,0.1708,.0000,.0506,.1205,.0000,.0000,.2472,.1947
20170813,2,0,0.0931,.0000,.0373,.0561,.0000,.0000,.2224,.1780
20170820,2,0,0.0817,.0000,.0419,.0399,.0000,.0000,.2055,.1283
20170827,2,0,0.0772,.0000,.0366,.0406,.0000,.0000,.1992,.1212
20170903,2,0,0.0896,.0000,.0473,.0423,.0000,.0000,.1583,.0999
20170910,2,0,0.0951,.0000,.0498,.0392,.0000,.0066,.1391,.0964
20170917,2,0,0.039,.0000,.0159,.0192,.0000,.0043,.1411,.0975
20170924,2,0,0.0386,.0000,.0284,.0102,.0000,.0000,.1500,.0411
20171001,2,0,0.0677,.0000,.0419,.0000,.0000,.0258,.2287,.1023
20171008,2,0,0.0093,.0000,.0034,.0000,.0024,.0035,.3202,.2304
20171015,2,0,0.2307,.0000,.0018,.0002,.0877,.1439,.4851,.3759
20171022,2,0,0.3956,.0000,.0011,.0231,.1612,.2152,.6117,.7234
20171029,2,0,0.5803,.0000,.0000,.0176,.2443,.3200,.8024,.9504
20171105,2,0,0.8257,.0000,.0023,.1141,.3690,.3527,.9037,.9719
20171112,2,0,0.9712,.0000,.0000,.1086,.6984,.1920,.9532,.9720
20180430,2,0,0.977,.0000,.1514,.8206,.0196,.0000,.9444,.9756
20180507,2,0,0.977,.0000,.1664,.8180,.0000,.0047,.9236,.9621
20180514,2,0,0.867,.0000,.1593,.6877,.0000,.0293,.8926,.9282
20180521,2,0,0.8954,.0000,.1359,.7074,.0000,.0601,.8264,.8633
20180528,2,0,0.7442,.0000,.1458,.6054,.0000,.0000,.7823,.7946
20180604,2,0,0.5821,.0000,.0645,.5185,.0000,.0000,.7333,.7611
20180611,2,0,0.5593,.0000,.0381,.5211,.0000,.0000,.6451,.6600
20180618,2,0,0.5168,.0000,.0246,.4922,.0000,.0000,.6016,.6488
20180625,2,0,0.5162,.0000,.1100,.4062,.0000,.0000,.5414,.5244
20180702,2,0,0.378,.0000,.1036,.2744,.0000,.0000,.4637,.4039
20180709,2,0,0.4434,.0000,.2783,.1657,.0000,.0000,.4075,.4194
20180716,2,0,0.4194,.0000,.3175,.1020,.0000,.0000,.3634,.3836
20180723,2,0,0.4435,.0000,.3682,.0753,.0000,.0000,.3354,.3417
20180730,2,0,0.3692,.0000,.3045,.0647,.0000,.0000,.3014,.2944
20180806,2,0,0.1545,.0000,.1150,.0399,.0000,.0000,.2472,.1947
20180813,2,0,0.153,.0000,.1291,.0239,.0000,.0000,.2224,.1780
20180820,2,0,0.1022,.0000,.0416,.0607,.0000,.0000,.2055,.1283
20180827,2,0,0.0878,.0000,.0457,.0425,.0000,.0000,.1992,.1212
20180903,2,0,0.0512,.0000,.0426,.0089,.0000,.0000,.1583,.0999
20180910,2,0,0.0976,.0000,.0807,.0177,.0000,.0000,.1391,.0964
20180917,2,0,0.2474,.0000,.1778,.0190,.0379,.0184,.1411,.0975
20180924,2,0,0.4098,.0000,.2729,.0519,.0182,.0736,.1500,.0411
20181001,2,0,0.6091,.0000,.3654,.0000,.1386,.1186,.2287,.1023
20181008,2,0,0.8357,.0000,.3969,.0081,.3177,.1370,.3202,.2304
20181015,2,0,0.8957,.0000,.5513,.0109,.2149,.1366,.4851,.3759
20181022,2,0,0.8944,.0000,.5815,.0026,.2040,.1164,.6117,.7234
20181029,2,0,0.9495,.0000,.5340,.0000,.2847,.1398,.8024,.9504
20181105,2,0,0.9719,.0000,.5331,.0645,.3238,.0666,.9037,.9719
20181112,2,0,0.9726,.0000,.4637,.1792,.3308,.0174,.9532,.9720
20190430,2,0,0.9766,.0000,.1040,.8169,.0645,.0000,.9444,.9756
20190507,2,0,0.8448,.0000,.0743,.7140,.0111,.0668,.9236,.9621
20190514,2,0,0.8427,.0000,.1245,.6708,.0536,.0000,.8926,.9282
20190521,2,0,0.518,.0000,.0294,.4653,.0234,.0000,.8264,.8633
20190528,2,0,0.3785,.0000,.0203,.3452,.0129,.0000,.7823,.7946
20190604,2,0,0.1957,.0000,.0529,.1428,.0000,.0000,.7333,.7611
20190611,2,0,0.0861,.0000,.0366,.0495,.0000,.0000,.6451,.6600
20190618,2,0,0.2151,.0000,.1681,.0471,.0000,.0000,.6016,.6488
20190625,2,0,0.1971,.0000,.1775,.0198,.0000,.0000,.5414,.5244
20190702,2,0,0.3553,.0000,.3542,.0011,.0000,.0000,.4637,.4039
20190709,2,0,0.3108,.0000,.3066,.0042,.0000,.0000,.4075,.4194
20190716,2,0,0.4551,.0000,.4184,.0367,.0000,.0000,.3634,.3836
20190723,2,0,0.3376,.0000,.3301,.0074,.0000,.0000,.3354,.3417
20190730,2,0,0.0663,.0000,.0581,.0082,.0000,.0000,.3014,.2944
20190806,2,0,0.0701,.0000,.0554,.0146,.0000,.0000,.2472,.1947
20190813,2,0,0.079,.0000,.0558,.0232,.0000,.0000,.2224,.1780
20190820,2,0,0.1032,.0000,.0610,.0422,.0000,.0000,.2055,.1283
20190827,2,0,0.0593,.0000,.0364,.0230,.0000,.0000,.1992,.1212
20190903,2,0,0.0549,.0000,.0354,.0195,.0000,.0000,.1583,.0999
20190910,2,0,0.0686,.0000,.0587,.0100,.0000,.0000,.1391,.0964
20190917,2,0,0.0631,.0000,.0531,.0100,.0000,.0000,.1411,.0975
20190924,2,0,0.0052,.0000,.0052,.0000,.0000,.0000,.1500,.0411
20191001,2,0,0.0049,.0000,.0016,.0000,.0016,.0016,.2287,.1023
20191008,2,0,0.0137,.0000,.0003,.0000,.0029,.0106,.3202,.2304
20191015,2,0,0.1734,.0000,.0532,.0000,.0420,.0807,.4851,.3759
20191022,2,0,0.3301,.0000,.0924,.0000,.0513,.1900,.6117,.7234
20191029,2,0,0.7085,.0000,.1203,.0000,.3161,.2864,.8024,.9504
20191105,2,0,0.8588,.0000,.0849,.0000,.5643,.2212,.9037,.9719
20191112,2,0,0.9628,.0000,.1084,.1144,.6260,.1304,.9532,.9720
20200430,2,0,0.9724,.0000,.2493,.7176,.0206,.0000,.9444,.9756
20200507,2,0,0.976,.0000,.2590,.7238,.0100,.0000,.9236,.9621
20200514,2,0,0.9288,.0000,.2564,.6838,.0038,.0000,.8926,.9282
20200521,2,0,0.9518,.0000,.2969,.6640,.0054,.0019,.8264,.8633
20200528,2,0,0.959,.0000,.3184,.6522,.0048,.0000,.7823,.7946
20200604,2,0,0.8296,.0000,.2929,.5492,.0030,.0000,.7333,.7611
20200611,2,0,0.6731,.0000,.1617,.5199,.0000,.0000,.6451,.6600
20200618,2,0,0.6215,.0000,.1657,.4637,.0000,.0000,.6016,.6488
20200625,2,0,0.5208,.0000,.2612,.2613,.0000,.0000,.5414,.5244
20200702,2,0,0.5708,.0000,.3263,.2463,.0000,.0000,.4637,.4039
20200709,2,0,0.5585,.0000,.3779,.1842,.0000,.0000,.4075,.4194
20200716,2,0,0.4787,.0000,.3396,.1418,.0000,.0000,.3634,.3836
20200723,2,0,0.409,.0000,.3376,.0720,.0000,.0000,.3354,.3417
20200730,2,0,0.4056,.0000,.3359,.0728,.0000,.0000,.3014,.2944
20200806,2,0,0.3514,.0000,.2756,.0838,.0000,.0000,.2472,.1947
20200813,2,0,0.3269,.0000,.2828,.0441,.0000,.0000,.2224,.1780
20200820,2,0,0.3571,.0000,.2956,.0617,.0000,.0000,.2055,.1283
20200827,2,0,0.2219,.0000,.2025,.0194,.0000,.0000,.1992,.1212
20200903,2,0,0.1899,.0000,.1791,.0108,.0000,.0000,.1583,.0999
20200910,2,0,0.1455,.0000,.1329,.0127,.0000,.0000,.1391,.0964
20200917,2,0,0.2901,.0000,.2647,.0252,.0000,.0003,.1411,.0975
20200924,2,0,0.2081,.0000,.1628,.0152,.0000,.0346,.1500,.0411
20201001,2,0,0.3196,.0000,.2456,.0207,.0000,.0561,.2287,.1023
20201008,2,0,0.2416,.0000,.1029,.0000,.0158,.1248,.3202,.2304
20201015,2,0,0.3155,.0000,.0745,.0000,.0126,.2302,.4851,.3759
20201022,2,0,0.7683,.0000,.1843,.0000,.3305,.2626,.6117,.7234
20201029,2,0,0.9512,.0000,.3083,.0000,.5718,.0977,.8024,.9504
20201105,2,0,0.9723,.0000,.3270,.0000,.6181,.0490,.9037,.9719
20201112,2,0,0.9711,.0000,.3790,.2019,.3853,.0321,.9532,.9720
20210430,2,0,0.9047,.0000,.1219,.7567,.0147,.0172,.9444,.9756
20210507,2,0,0.9225,.0000,.1422,.7679,.0000,.0191,.9236,.9621
20210514,2,0,0.8076,.0000,.0963,.7162,.0000,.0000,.8926,.9282
20210521,2,0,0.6601,.0000,.0280,.6332,.0000,.0000,.8264,.8633
20210528,2,0,0.7425,.0000,.0759,.6698,.0000,.0000,.7823,.7946
20210604,2,0,0.7213,.0000,.0711,.6533,.0000,.0000,.7333,.7611
20210611,2,0,0.6129,.0000,.0829,.5337,.0000,.0000,.6451,.6600
20210618,2,0,0.5034,.0000,.0795,.4243,.0000,.0000,.6016,.6488
20210625,2,0,0.497,.0000,.0900,.4072,.0000,.0000,.5414,.5244
20210702,2,0,0.3552,.0000,.0776,.2812,.0000,.0000,.4637,.4039
20210709,2,0,0.3029,.0000,.0895,.2172,.0000,.0000,.4075,.4194
20210716,2,0,0.4072,.0000,.1245,.2876,.0000,.0000,.3634,.3836
20210723,2,0,0.2855,.0000,.0860,.2023,.0000,.0000,.3354,.3417
20210730,2,0,0.301,.0000,.0899,.2142,.0000,.0000,.3014,.2944
20210806,2,0,0.4443,.0000,.1649,.2853,.0000,.0000,.2472,.1947
20210813,2,0,0.4179,.0000,.1949,.2235,.0000,.0000,.2224,.1780
20210820,2,0,0.4369,.0000,.2463,.1924,.0000,.0000,.2055,.1283
20210827,2,0,0.3486,.0000,.2144,.1358,.0000,.0000,.1992,.1212
20210903,2,0,0.2138,.0000,.1083,.1068,.0000,.0000,.1583,.0999
20210910,2,0,0.0385,.0000,.0295,.0092,.0000,.0000,.1391,.0964
20210917,2,0,0.068,.0000,.0545,.0145,.0000,.0000,.1411,.0975
20210924,2,0,0.1175,.0000,.0697,.0368,.0010,.0107,.1500,.0411
20211001,2,0,0.1551,.0000,.1218,.0000,.0000,.0344,.2287,.1023
20211008,2,0,0.1444,.0000,.0311,.0000,.0402,.0730,.3202,.2304
20211015,2,0,0.4104,.0000,.0497,.0000,.1810,.1848,.4851,.3759
20211022,2,0,0.355,.0000,.0373,.0000,.1693,.1495,.6117,.7234
20211029,2,0,0.796,.0000,.0561,.0000,.2191,.5311,.8024,.9504
20211105,2,0,0.8861,.0000,.0202,.0135,.6260,.2510,.9037,.9719
20211112,2,0,0.9712,.0000,.0181,.0181,.8784,.0744,.9532,.9720
20220430,2,0,0.9238,.0000,.3000,.6145,.0171,.0034,.9444,.9756
20220507,2,0,0.92,.0000,.2803,.6326,.0080,.0096,.9236,.9621
20220514,2,0,0.9119,.0000,.2697,.6470,.0053,.0000,.8926,.9282
20220521,2,0,0.8849,.0000,.2412,.6501,.0000,.0025,.8264,.8633
20220528,2,0,0.9309,.0000,.2577,.6823,.0000,.0000,.7823,.7946
20220604,2,0,0.9598,.0000,.3692,.6044,.0000,.0000,.7333,.7611
20220611,2,0,0.9014,.0000,.3350,.5797,.0000,.0000,.6451,.6600
20220618,2,0,0.8435,.0000,.3220,.5339,.0000,.0000,.6016,.6488
20220625,2,0,0.7826,.0000,.3201,.4743,.0000,.0000,.5414,.5244
20220702,2,0,0.7284,.0000,.2828,.4566,.0000,.0000,.4637,.4039
20220709,2,0,0.6561,.0000,.2587,.4076,.0000,.0000,.4075,.4194
20220716,2,0,0.532,.0000,.2571,.2849,.0000,.0000,.3634,.3836
20220723,2,0,0.357,.0000,.2188,.1382,.0000,.0000,.3354,.3417
20220730,2,0,0.2578,.0000,.1939,.0639,.0000,.0000,.3014,.2944
20220806,2,0,0.258,.0000,.1867,.0713,.0000,.0000,.2472,.1947
20220813,2,0,0.2991,.0000,.2263,.0728,.0000,.0000,.2224,.1780
20220820,2,0,0.2571,.0000,.1906,.0666,.0000,.0000,.2055,.1283
20220827,2,0,0.1647,.0000,.1279,.0367,.0000,.0000,.1992,.1212
20220903,2,0,0.0701,.0000,.0511,.0194,.0000,.0000,.1583,.0999
20220910,2,0,0.1013,.0000,.0780,.0239,.0000,.0000,.1391,.0964
20220917,2,0,0.0471,.0000,.0331,.0147,.0000,.0000,.1411,.0975
20220924,2,0,0.0743,.0000,.0103,.0051,.0000,.0588,.1500,.0411
20221001,2,0,0.0927,.0000,.0158,.0000,.0160,.0626,.2287,.1023
20221008,2,0,0.0687,.0000,.0221,.0000,.0179,.0287,.3202,.2304
20221015,2,0,0.2304,.0000,.0086,.0000,.0631,.1618,.4851,.3759
20221022,2,0,0.9245,.0000,.0054,.0000,.6019,.3416,.6117,.7234
20221029,2,0,0.9377,.0000,.0047,.0000,.7241,.2256,.8024,.9504
20221105,2,0,0.9727,.0000,.0000,.0714,.8589,.0697,.9037,.9719
20221112,2,0,0.9667,.0000,.0000,.1189,.7808,.0771,.9532,.9720
20230430,2,0,0.9748,.0000,.0000,.9748,.0000,.0000,.9444,.9756
20230507,2,0,0.9705,.0000,.0000,.9705,.0000,.0000,.9236,.9621
20230514,2,0,0.9378,.0000,.0000,.9378,.0000,.0000,.8926,.9282
20230521,2,0,0.9747,.0000,.0000,.9747,.0000,.0000,.8264,.8633
20230528,2,0,0.8874,.0000,.0000,.8874,.0000,.0000,.7823,.7946
20230604,2,0,0.8878,.0000,.0000,.8878,.0000,.0000,.7333,.7611
20230611,2,0,0.5826,.0000,.0000,.5826,.0000,.0000,.6451,.6600
20230618,2,0,0.5668,.0000,.0000,.5668,.0000,.0000,.6016,.6488
20230625,2,0,0.3994,.0000,.0101,.3896,.0000,.0000,.5414,.5244
20230702,2,0,0.232,.0000,.0159,.2167,.0000,.0000,.4637,.4039
20230709,2,0,0.0581,.0000,.0245,.0336,.0000,.0000,.4075,.4194
20230716,2,0,0.0879,.0000,.0593,.0308,.0000,.0000,.3634,.3836
20230723,2,0,0.1147,.0000,.0898,.0249,.0000,.0000,.3354,.3417
20230730,2,0,0.0951,.0000,.0756,.0195,.0000,.0000,.3014,.2944
20230806,2,0,0.0876,.0000,.0758,.0119,.0000,.0000,.2472,.1947
20230813,2,0,0.0678,.0000,.0522,.0156,.0000,.0000,.2224,.1780
20230820,2,0,0.0873,.0000,.0534,.0339,.0000,.0000,.2055,.1283
20230827,2,0,0.0117,.0000,.0061,.0056,.0000,.0000,.1992,.1212
20230903,2,0,0.0084,.0000,.0080,.0005,.0000,.0000,.1583,.0999
20230910,2,0,0.0016,.0000,.0016,.0000,.0000,.0000,.1391,.0964
20230917,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1411,.0975
20230924,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1500,.0411
20231001,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2287,.1023
20231008,2,0,0.0045,.0000,.0000,.0000,.0000,.0045,.3202,.2304
20231015,2,0,0.0056,.0000,.0000,.0000,.0000,.0056,.4851,.3759
20231022,2,0,0.1096,.0000,.0088,.0000,.0438,.0580,.6117,.7234
20231029,2,0,0.2941,.0000,.0533,.0000,.1777,.0655,.8024,.9504
20231105,2,0,0.8342,.0000,.1136,.0000,.5948,.1426,.9037,.9719
20231112,2,0,0.8264,.0000,.0360,.0883,.5700,.1407,.9532,.9720
20240430,2,0,0.9725,.0000,.0156,.9012,.0644,.0000,.9444,.9756
20240507,2,0,0.9714,.0000,.0217,.8813,.0796,.0000,.9236,.9621
20240514,2,0,0.9786,.0000,.0123,.8900,.0909,.0000,.8926,.9282
20240521,2,0,0.9097,.0000,.0081,.8478,.0666,.0000,.8264,.8633
20240528,2,0,0.8992,.0000,.0241,.8179,.0712,.0000,.7823,.7946
20240604,2,0,0.8879,.0000,.0261,.8076,.0674,.0000,.7333,.7611
20240611,2,0,0.767,.0000,.0064,.7109,.0571,.0000,.6451,.6600
20240618,2,0,0.5979,.0000,.0060,.5883,.0043,.0000,.6016,.6488
20240625,2,0,0.4796,.0000,.0321,.4475,.0000,.0000,.5414,.5244
20240702,2,0,0.3624,.0000,.0449,.3175,.0000,.0000,.4637,.4039
20240709,2,0,0.2086,.0000,.0400,.1686,.0000,.0000,.4075,.4194
20240716,2,0,0.0539,.0000,.0081,.0457,.0000,.0000,.3634,.3836
20240723,2,0,0.0136,.0000,.0000,.0136,.0000,.0000,.3354,.3417
20240730,2,0,0.0095,.0000,.0020,.0074,.0000,.0000,.3014,.2944
20240806,2,0,0.0033,.0000,.0026,.0007,.0000,.0000,.2472,.1947
20240813,2,0,0.016,.0000,.0105,.0055,.0000,.0000,.2224,.1780
20240820,2,0,0.0177,.0000,.0155,.0022,.0000,.0000,.2055,.1283
20240827,2,0,0.0185,.0000,.0092,.0092,.0000,.0000,.1992,.1212
20240903,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1583,.0999
20240910,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1391,.0964
20240917,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1411,.0975
20240924,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.1500,.0411
20241001,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2287,.1023
20241008,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.3202,.2304
20241015,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.4851,.3759
20241022,2,0,0.0845,.0000,.0000,.0000,.0000,.0845,.6117,.7234
20241029,2,0,0.2247,.0000,.0000,.0000,.0596,.1694,.8024,.9504
20241105,2,0,0.6534,.0000,.0000,.0000,.3719,.2852,.9037,.9719
20241112,2,0,0.9571,.0000,.0009,.0000,.6315,.3445,.9532,.9720


Legend: / 
Légende:
Status: 0=no data  1=interpolated  2=observed  3=corrected
État: 0=pas de donnée  1=interpolée  2=observée  3=corrigée
 2024/11/16 6:35 PM
 2024/11/16 18:35
