Multiple Seasons: Weekly Ice Coverage for the seasons 1968;2024 Weeks:0430-1112
Historical Period used for Average and Median Calculations : 1991 - 2020
Plusieurs saisons: Couverture des glaces hebdomadaire pour les saisons 1968;2024 Semaines:0430-1112
Période historique utilisée pour le calcul de la moyenne et de la médiane: 1991 - 2020

CIS WA Beaufort Sea: Mackenzie (cwa01_02) - Area: 118521 km²
CIS WA Mer de Beaufort : Mackenzie (cwa01_02) - Aire: 118521 km²

Week,Status,Interpolated (%),<abbr title="Total Concentration">CT</abbr> ,No Data,Old Ice,First-Year Ice,Young Ice,New Ice,Average <abbr title="Total Concentration">CT</abbr>,Median <abbr title="Total Concentration">CT</abbr>
Semaine,État,Interpolée (%),<abbr title="Concentration totale">CT</abbr>,Aucune donnée,Vieille glace,Glace première année,Jeune glace,Nouvelle glace,<abbr title="Concentration totale">CT</abbr> Moyenne,<abbr title="Concentration totale">CT</abbr> Médiane
19910917,2,0,0.4555,.0000,.3917,.0750,.0000,.0000,.1411,.0975
19910924,2,0,0.472,.0000,.4472,.0354,.0000,.0000,.1500,.0411
19911001,2,0,0.3785,.0000,.3261,.0000,.0000,.0524,.2287,.1023
19911008,2,0,0.4459,.0000,.3263,.0000,.0000,.1250,.3202,.2304
19911015,2,0,0.8321,.0000,.2032,.0047,.1860,.4436,.4851,.3759
19911022,2,0,0.9717,.0000,.2243,.0239,.6580,.0890,.6117,.7234
19911029,2,0,0.9732,.0000,.1997,.0000,.6613,.1314,.8024,.9504
19911105,2,0,0.9731,.0000,.1928,.0000,.7913,.0000,.9037,.9719
19911112,2,0,0.9754,.0000,.1399,.3434,.5141,.0000,.9532,.9720
19920430,2,0,0.9764,.0000,.1192,.8612,.0000,.0000,.9444,.9756
19920507,1,100,0.9766,.0000,.1263,.8545,.0000,.0000,.9236,.9621
19920514,1,100,0.9767,.0000,.1334,.8478,.0000,.0000,.8926,.9282
19920521,2,0,0.9769,.0000,.1405,.8411,.0000,.0000,.8264,.8633
19920528,1,100,0.9683,.0000,.1054,.8639,.0038,.0000,.7823,.7946
19920604,1,100,0.9597,.0000,.0703,.8866,.0075,.0000,.7333,.7611
19920611,1,100,0.9511,.0000,.0351,.9093,.0113,.0000,.6451,.6600
19920618,2,0,0.9425,.0000,.0000,.9321,.0150,.0000,.6016,.6488
19920625,2,0,0.9399,.0000,.1375,.8070,.0000,.0000,.5414,.5244
19920702,2,0,0.8131,.0000,.1823,.6369,.0000,.0000,.4637,.4039
19920709,2,0,0.7396,.0000,.2640,.4951,.0000,.0000,.4075,.4194
19920716,2,0,0.655,.0000,.1417,.5284,.0000,.0000,.3634,.3836
19920723,2,0,0.5842,.0000,.2620,.3316,.0000,.0000,.3354,.3417
19920730,2,0,0.5423,.0000,.1480,.4069,.0000,.0000,.3014,.2944
19920806,2,0,0.5602,.0000,.2146,.3529,.0000,.0000,.2472,.1947
19920813,2,0,0.362,.0000,.1750,.1959,.0000,.0000,.2224,.1780
19920820,2,0,0.3946,.0000,.2561,.1477,.0000,.0000,.2055,.1283
19920827,2,0,0.3322,.0000,.0463,.2941,.0000,.0000,.1992,.1212
19920903,2,0,0.2047,.0000,.1619,.0475,.0000,.0000,.1583,.0999
19920910,2,0,0.2186,.0000,.1820,.0406,.0000,.0000,.1391,.0964
19920917,2,0,0.2361,.0000,.1991,.0416,.0000,.0000,.1411,.0975
19920924,2,0,0.4951,.0000,.2631,.1106,.0000,.1296,.1500,.0411
19921001,2,0,0.9372,.0000,.4559,.0435,.0329,.4247,.2287,.1023
19921008,2,0,0.9383,.0000,.4987,.0000,.3730,.0863,.3202,.2304
19921015,2,0,0.9642,.0000,.5303,.0000,.3906,.0654,.4851,.3759
19921022,2,0,0.9557,.0000,.4357,.0855,.4449,.0016,.6117,.7234
19921029,2,0,0.9748,.0000,.3959,.0987,.5006,.0000,.8024,.9504
19921105,2,0,0.9754,.0000,.4516,.4020,.1413,.0000,.9037,.9719
19921112,2,0,0.9751,.0000,.5334,.3366,.1099,.0054,.9532,.9720
19930430,2,0,0.978,.0000,.2838,.6885,.0269,.0000,.9444,.9756
19930507,1,100,0.9258,.0000,.2574,.6709,.0179,.0000,.9236,.9621
19930514,1,100,0.8737,.0000,.2309,.6533,.0090,.0000,.8926,.9282
19930521,2,0,0.8215,.0000,.2045,.6357,.0000,.0000,.8264,.8633
19930528,1,100,0.7178,.0000,.1747,.5584,.0000,.0000,.7823,.7946
19930604,1,100,0.6142,.0000,.1450,.4811,.0000,.0000,.7333,.7611
19930611,1,100,0.5105,.0000,.1153,.4038,.0000,.0000,.6451,.6600
19930618,2,0,0.4069,.0000,.0855,.3265,.0000,.0000,.6016,.6488
19930625,2,0,0.3126,.0000,.0798,.2351,.0000,.0000,.5414,.5244
19930702,2,0,0.2745,.0000,.0932,.1832,.0000,.0000,.4637,.4039
19930709,2,0,0.0575,.0000,.0000,.0575,.0000,.0000,.4075,.4194
19930716,2,0,0.0322,.0000,.0070,.0252,.0000,.0000,.3634,.3836
19930723,2,0,0.0365,.0000,.0174,.0191,.0000,.0000,.3354,.3417
19930730,2,0,0.0355,.0000,.0231,.0124,.0000,.0000,.3014,.2944
19930806,2,0,0.0148,.0000,.0109,.0038,.0000,.0000,.2472,.1947
19930813,2,0,0.0264,.0000,.0192,.0071,.0000,.0000,.2224,.1780
19930820,2,0,0.021,.0000,.0154,.0057,.0000,.0000,.2055,.1283
19930827,2,0,0.0309,.0000,.0276,.0034,.0000,.0000,.1992,.1212
19930903,2,0,0.049,.0000,.0421,.0074,.0000,.0000,.1583,.0999
19930910,2,0,0.0352,.0000,.0293,.0059,.0000,.0000,.1391,.0964
19930917,2,0,0.0126,.0000,.0120,.0006,.0000,.0000,.1411,.0975
19930924,2,0,0.0115,.0000,.0077,.0038,.0000,.0000,.1500,.0411
19931001,2,0,0.0152,.0000,.0132,.0020,.0000,.0000,.2287,.1023
19931008,2,0,0.0606,.0000,.0307,.0000,.0301,.0000,.3202,.2304
19931015,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.4851,.3759
19931022,2,0,0.0292,.0000,.0000,.0000,.0162,.0130,.6117,.7234
19931029,2,0,0.3302,.0000,.0790,.0000,.1171,.1406,.8024,.9504
19931105,2,0,0.3654,.0000,.0637,.0000,.1261,.1824,.9037,.9719
19931112,2,0,0.9714,.0000,.1053,.1542,.3667,.3719,.9532,.9720
19940430,2,0,0.9755,.0000,.1348,.8193,.0120,.0180,.9444,.9756
19940507,1,100,0.9448,.0000,.1033,.8281,.0080,.0120,.9236,.9621
19940514,1,100,0.9142,.0000,.0718,.8370,.0040,.0060,.8926,.9282
19940521,2,0,0.8835,.0000,.0403,.8458,.0000,.0000,.8264,.8633
19940528,1,100,0.9305,.0000,.0391,.8940,.0000,.0000,.7823,.7946
19940604,2,0,0.9775,.0000,.0379,.9421,.0000,.0000,.7333,.7611
19940611,2,0,0.9104,.0000,.0316,.8809,.0000,.0000,.6451,.6600
19940618,2,0,0.9404,.0000,.0450,.8983,.0000,.0000,.6016,.6488
19940625,2,0,0.9239,.0000,.0637,.8643,.0000,.0000,.5414,.5244
19940702,2,0,0.8678,.0000,.0699,.8023,.0000,.0000,.4637,.4039
19940709,2,0,0.7572,.0000,.0562,.7039,.0000,.0000,.4075,.4194
19940716,2,0,0.5908,.0000,.0861,.5091,.0000,.0000,.3634,.3836
19940723,2,0,0.5539,.0000,.0964,.4620,.0000,.0000,.3354,.3417
19940730,2,0,0.4867,.0000,.1667,.3286,.0000,.0000,.3014,.2944
19940806,2,0,0.3293,.0000,.0940,.2396,.0000,.0000,.2472,.1947
19940813,2,0,0.2406,.0000,.0869,.1597,.0000,.0000,.2224,.1780
19940820,2,0,0.1945,.0000,.0885,.1098,.0000,.0000,.2055,.1283
19940827,2,0,0.171,.0000,.0882,.0859,.0000,.0000,.1992,.1212
19940903,2,0,0.1192,.0000,.0985,.0216,.0000,.0000,.1583,.0999
19940910,2,0,0.1138,.0000,.0968,.0193,.0000,.0000,.1391,.0964
19940917,2,0,0.2834,.0000,.2347,.0164,.0080,.0292,.1411,.0975
19940924,2,0,0.4572,.0000,.2967,.0371,.0858,.0396,.1500,.0411
19941001,2,0,0.5181,.0000,.3397,.0000,.0765,.1082,.2287,.1023
19941008,2,0,0.5145,.0000,.2484,.0000,.1136,.1634,.3202,.2304
19941015,2,0,0.5836,.0000,.1836,.0176,.1462,.2461,.4851,.3759
19941022,2,0,0.9147,.0000,.0834,.0642,.3491,.4373,.6117,.7234
19941029,2,0,0.973,.0000,.2102,.2382,.5350,.0000,.8024,.9504
19941105,2,0,0.9743,.0000,.0798,.2221,.6772,.0000,.9037,.9719
19941112,2,0,0.9757,.0000,.1361,.7902,.0582,.0000,.9532,.9720
19950430,2,0,0.8881,.0000,.0522,.7618,.0770,.0000,.9444,.9756
19950507,1,100,0.818,.0000,.0358,.7329,.0513,.0000,.9236,.9621
19950514,1,100,0.748,.0000,.0194,.7040,.0257,.0000,.8926,.9282
19950521,2,0,0.6779,.0000,.0030,.6751,.0000,.0000,.8264,.8633
19950528,1,100,0.7107,.0000,.0188,.6928,.0000,.0000,.7823,.7946
19950604,1,100,0.7436,.0000,.0347,.7105,.0000,.0000,.7333,.7611
19950611,2,0,0.7764,.0000,.0505,.7282,.0000,.0000,.6451,.6600
19950618,2,0,0.6301,.0000,.0211,.6102,.0000,.0000,.6016,.6488
19950625,2,0,0.6645,.0000,.0221,.6437,.0000,.0000,.5414,.5244
19950702,2,0,0.3908,.0000,.0268,.3651,.0000,.0000,.4637,.4039
19950709,2,0,0.1509,.0000,.0032,.1481,.0000,.0000,.4075,.4194
19950716,2,0,0.0208,.0000,.0032,.0176,.0000,.0000,.3634,.3836
19950723,2,0,0.0011,.0000,.0004,.0007,.0000,.0000,.3354,.3417
19950730,2,0,0.0087,.0000,.0058,.0029,.0000,.0000,.3014,.2944
19950806,2,0,0.0155,.0000,.0149,.0006,.0000,.0000,.2472,.1947
19950813,2,0,0.005,.0000,.0050,.0000,.0000,.0000,.2224,.1780
19950820,2,0,0.0213,.0000,.0207,.0006,.0000,.0000,.2055,.1283
19950827,2,0,0.0661,.0000,.0552,.0109,.0000,.0000,.1992,.1212
19950903,2,0,0.0988,.0000,.0876,.0112,.0000,.0000,.1583,.0999
19950910,2,0,0.0238,.0000,.0238,.0000,.0000,.0000,.1391,.0964
19950917,2,0,0.0071,.0000,.0044,.0000,.0000,.0028,.1411,.0975
19950924,2,0,0.0147,.0000,.0147,.0000,.0000,.0000,.1500,.0411
19951001,2,0,0.0108,.0000,.0081,.0000,.0000,.0027,.2287,.1023
19951008,2,0,0.0738,.0000,.0235,.0000,.0443,.0083,.3202,.2304
19951015,2,0,0.2094,.0000,.0295,.0000,.0929,.0911,.4851,.3759
19951022,2,0,0.438,.0000,.0317,.0064,.1936,.2090,.6117,.7234
19951029,2,0,0.9724,.0000,.0188,.0400,.7667,.1602,.8024,.9504
19951105,2,0,0.9734,.0000,.0303,.2329,.7008,.0146,.9037,.9719
19951112,2,0,0.973,.0000,.0337,.9427,.0000,.0000,.9532,.9720
19960430,2,0,0.9769,.0000,.1248,.8569,.0000,.0000,.9444,.9756
19960507,1,100,0.9704,.0000,.1216,.8535,.0000,.0000,.9236,.9621
19960514,1,100,0.964,.0000,.1184,.8501,.0000,.0000,.8926,.9282
19960521,2,0,0.9575,.0000,.1152,.8467,.0000,.0000,.8264,.8633
19960528,1,100,0.9669,.0000,.0782,.8918,.0000,.0000,.7823,.7946
19960604,2,0,0.9764,.0000,.0412,.9368,.0000,.0000,.7333,.7611
19960611,2,0,0.9419,.0000,.0631,.8811,.0000,.0000,.6451,.6600
19960618,2,0,0.8353,.0000,.0923,.7387,.0082,.0000,.6016,.6488
19960625,2,0,0.8291,.0000,.1110,.7220,.0000,.0000,.5414,.5244
19960702,2,0,0.7651,.0000,.1069,.6620,.0000,.0000,.4637,.4039
19960709,2,0,0.7319,.0000,.1476,.5893,.0000,.0000,.4075,.4194
19960716,2,0,0.5708,.0000,.1679,.4085,.0000,.0000,.3634,.3836
19960723,2,0,0.5613,.0000,.2387,.3306,.0000,.0000,.3354,.3417
19960730,2,0,0.5973,.0000,.2776,.3290,.0000,.0000,.3014,.2944
19960806,2,0,0.4155,.0000,.2957,.1297,.0000,.0000,.2472,.1947
19960813,2,0,0.5045,.0000,.3808,.1361,.0000,.0000,.2224,.1780
19960820,2,0,0.5249,.0000,.4100,.1277,.0000,.0000,.2055,.1283
19960827,2,0,0.6628,.0000,.5723,.1092,.0000,.0000,.1992,.1212
19960903,2,0,0.5016,.0000,.4503,.0648,.0000,.0000,.1583,.0999
19960910,2,0,0.6233,.0000,.5855,.0540,.0000,.0000,.1391,.0964
19960917,2,0,0.6884,.0000,.6399,.0652,.0000,.0000,.1411,.0975
19960924,2,0,0.6465,.0000,.5960,.0676,.0000,.0000,.1500,.0411
19961001,2,0,0.9253,.0000,.7387,.0000,.1058,.0857,.2287,.1023
19961008,2,0,0.9403,.0000,.7824,.0000,.1605,.0000,.3202,.2304
19961015,2,0,0.9723,.0000,.6803,.0000,.2965,.0000,.4851,.3759
19961022,2,0,0.9749,.0000,.7601,.0189,.1786,.0184,.6117,.7234
19961029,2,0,0.9749,.0000,.7684,.2102,.0000,.0000,.8024,.9504
19961105,2,0,0.9785,.0000,.7478,.2308,.0000,.0000,.9037,.9719
19961112,2,0,0.9761,.0000,.6098,.2493,.1253,.0000,.9532,.9720
19970430,2,0,0.8205,.0000,.4241,.3974,.0000,.0000,.9444,.9756
19970507,1,100,0.8173,.0000,.3865,.4232,.0000,.0094,.9236,.9621
19970514,2,0,0.8141,.0000,.3489,.4490,.0000,.0187,.8926,.9282
19970521,1,100,0.77,.0000,.3060,.4518,.0000,.0140,.8264,.8633
19970528,1,100,0.7258,.0000,.2631,.4546,.0000,.0094,.7823,.7946
19970604,1,100,0.6817,.0000,.2201,.4575,.0000,.0047,.7333,.7611
19970611,2,0,0.6376,.0000,.1772,.4603,.0000,.0000,.6451,.6600
19970618,2,0,0.4432,.0000,.1597,.2834,.0000,.0000,.6016,.6488
19970625,2,0,0.528,.0000,.1655,.3625,.0000,.0000,.5414,.5244
19970702,2,0,0.4173,.0000,.2569,.1604,.0000,.0000,.4637,.4039
19970709,2,0,0.4395,.0000,.3054,.1343,.0000,.0000,.4075,.4194
19970716,2,0,0.3706,.0000,.2341,.1365,.0000,.0000,.3634,.3836
19970723,2,0,0.2431,.0000,.1907,.0524,.0000,.0000,.3354,.3417
19970730,2,0,0.2187,.0000,.2170,.0017,.0000,.0000,.3014,.2944
19970806,2,0,0.2186,.0000,.1557,.0630,.0000,.0000,.2472,.1947
19970813,2,0,0.1187,.0000,.0649,.0538,.0000,.0000,.2224,.1780
19970820,2,0,0.127,.0000,.0802,.0468,.0000,.0000,.2055,.1283
19970827,2,0,0.0427,.0000,.0303,.0125,.0000,.0000,.1992,.1212
19970903,2,0,0.0291,.0000,.0220,.0077,.0000,.0000,.1583,.0999
19970910,2,0,0.038,.0000,.0316,.0073,.0000,.0000,.1391,.0964
19970917,2,0,7.0E-4,.0000,.0006,.0001,.0000,.0000,.1411,.0975
19970924,2,0,0.011,.0000,.0088,.0018,.0000,.0007,.1500,.0411
19971001,2,0,0.0757,.0000,.0513,.0000,.0000,.0251,.2287,.1023
19971008,2,0,0.1961,.0000,.0289,.0000,.0226,.1486,.3202,.2304
19971015,2,0,0.9173,.0000,.1908,.0006,.5428,.1944,.4851,.3759
19971022,2,0,0.97,.0000,.2182,.0299,.6511,.1007,.6117,.7234
19971029,2,0,0.9596,.0000,.0513,.0998,.7205,.1142,.8024,.9504
19971105,2,0,0.9543,.0000,.0013,.1841,.7597,.0282,.9037,.9719
19971112,2,0,0.9722,.0000,.0030,.3099,.6551,.0319,.9532,.9720
19980430,2,0,0.9658,.0000,.0000,.8257,.0447,.0966,.9444,.9756
19980507,1,100,0.9122,.0000,.0000,.8408,.0226,.0495,.9236,.9621
19980514,2,0,0.8585,.0000,.0000,.8559,.0004,.0023,.8926,.9282
19980521,1,100,0.6741,.0000,.0024,.6700,.0003,.0015,.8264,.8633
19980528,1,100,0.4896,.0000,.0048,.4842,.0001,.0008,.7823,.7946
19980604,2,0,0.3052,.0000,.0072,.2983,.0000,.0000,.7333,.7611
19980611,1,100,0.2049,.0000,.0036,.2014,.0000,.0000,.6451,.6600
19980618,2,0,0.1046,.0000,.0000,.1046,.0000,.0000,.6016,.6488
19980625,2,0,0.0419,.0000,.0000,.0419,.0000,.0000,.5414,.5244
19980702,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.4637,.4039
19980709,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.4075,.4194
19980716,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.3634,.3836
19980723,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.3354,.3417
19980730,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.3014,.2944
19980806,2,0,0.0083,.0000,.0066,.0017,.0000,.0000,.2472,.1947
19980813,2,0,0.008,.0000,.0080,.0000,.0000,.0000,.2224,.1780
19980820,2,0,0.0143,.0000,.0142,.0000,.0000,.0000,.2055,.1283
19980827,2,0,0.0228,.0000,.0190,.0038,.0000,.0000,.1992,.1212
19980903,2,0,0.0125,.0000,.0088,.0037,.0000,.0000,.1583,.0999
19980910,2,0,0.0016,.0000,.0016,.0000,.0000,.0000,.1391,.0964
19980917,2,0,0.001,.0000,.0010,.0000,.0000,.0000,.1411,.0975
19980924,2,0,0.0048,.0000,.0042,.0005,.0000,.0000,.1500,.0411
19981001,2,0,0.0,.0000,.0000,.0000,.0000,.0000,.2287,.1023
19981008,2,0,0.0038,.0000,.0009,.0000,.0000,.0028,.3202,.2304
19981015,2,0,0.1077,.0000,.0173,.0000,.0290,.0621,.4851,.3759
19981022,2,0,0.0468,.0000,.0001,.0015,.0222,.0233,.6117,.7234
19981029,2,0,0.1596,.0000,.0049,.0122,.0572,.0859,.8024,.9504
19981105,2,0,0.4686,.0000,.0144,.0341,.1431,.2789,.9037,.9719
19981112,2,0,0.629,.0000,.0174,.0322,.2866,.3000,.9532,.9720
19990430,2,0,0.9752,.0000,.0613,.9189,.0000,.0000,.9444,.9756
19990507,1,100,0.8796,.0000,.0322,.8504,.0000,.0000,.9236,.9621
19990514,2,0,0.784,.0000,.0030,.7819,.0000,.0000,.8926,.9282
19990521,1,100,0.8119,.0000,.0031,.8096,.0000,.0000,.8264,.8633
19990528,1,100,0.8399,.0000,.0033,.8373,.0000,.0000,.7823,.7946
19990604,2,0,0.8678,.0000,.0034,.8650,.0000,.0000,.7333,.7611
19990611,2,0,0.7391,.0000,.0000,.7391,.0000,.0000,.6451,.6600
19990618,2,0,0.7008,.0000,.0000,.7008,.0000,.0000,.6016,.6488
19990625,2,0,0.6062,.0000,.0053,.6010,.0000,.0000,.5414,.5244
19990702,2,0,0.6722,.0000,.0902,.5850,.0000,.0000,.4637,.4039
19990709,2,0,0.5669,.0000,.2135,.3604,.0000,.0000,.4075,.4194
19990716,2,0,0.5455,.0000,.2503,.3039,.0000,.0000,.3634,.3836
19990723,2,0,0.5428,.0000,.4234,.1322,.0000,.0000,.3354,.3417
19990730,2,0,0.3971,.0000,.3309,.0725,.0000,.0000,.3014,.2944
19990806,2,0,0.1428,.0000,.1180,.0261,.0000,.0000,.2472,.1947
19990813,2,0,0.0891,.0000,.0722,.0179,.0000,.0000,.2224,.1780
19990820,2,0,0.052,.0000,.0434,.0087,.0000,.0000,.2055,.1283
19990827,2,0,0.1251,.0000,.1139,.0111,.0000,.0000,.1992,.1212
19990903,2,0,0.1142,.0000,.1073,.0069,.0000,.0000,.1583,.0999
19990910,2,0,0.1507,.0000,.1333,.0174,.0000,.0000,.1391,.0964
19990917,2,0,0.1089,.0000,.0946,.0143,.0000,.0000,.1411,.0975
19990924,2,0,0.1763,.0000,.1202,.0227,.0000,.0334,.1500,.0411
19991001,2,0,0.3729,.0000,.1568,.0000,.1281,.0881,.2287,.1023
19991008,2,0,0.5645,.0000,.1264,.0000,.1714,.2792,.3202,.2304
19991015,2,0,0.966,.0000,.0914,.0003,.3535,.5504,.4851,.3759
19991022,2,0,0.9219,.0000,.1893,.1570,.4684,.1265,.6117,.7234
19991029,2,0,0.9728,.0000,.0891,.3988,.4903,.0137,.8024,.9504
19991105,2,0,0.9734,.0000,.0966,.6213,.2807,.0014,.9037,.9719
19991112,2,0,0.9751,.0000,.1184,.7540,.1275,.0000,.9532,.9720
20000430,2,0,0.9778,.0000,.1145,.8685,.0000,.0000,.9444,.9756
20000507,1,100,0.9778,.0000,.1114,.8721,.0000,.0000,.9236,.9621
20000514,2,0,0.9778,.0000,.1083,.8758,.0000,.0000,.8926,.9282
20000521,1,100,0.9778,.0000,.1089,.8752,.0000,.0000,.8264,.8633
20000528,1,100,0.9777,.0000,.1094,.8747,.0000,.0000,.7823,.7946
20000604,2,0,0.9777,.0000,.1100,.8741,.0000,.0000,.7333,.7611
20000611,1,100,0.955,.0000,.1114,.8505,.0000,.0000,.6451,.6600
20000618,2,0,0.9324,.0000,.1129,.8269,.0000,.0000,.6016,.6488
20000625,2,0,0.9008,.0000,.1407,.7674,.0000,.0000,.5414,.5244
20000702,2,0,0.8767,.0000,.1484,.7356,.0000,.0000,.4637,.4039
20000709,2,0,0.7624,.0000,.1347,.6340,.0000,.0000,.4075,.4194
20000716,2,0,0.7588,.0000,.1653,.5989,.0000,.0000,.3634,.3836
20000723,2,0,0.675,.0000,.1937,.4875,.0000,.0000,.3354,.3417
20000730,2,0,0.642,.0000,.1142,.5317,.0000,.0000,.3014,.2944
20000806,2,0,0.4295,.0000,.0658,.3646,.0000,.0000,.2472,.1947
20000813,2,0,0.4542,.0000,.0670,.3894,.0000,.0000,.2224,.1780
20000820,2,0,0.3443,.0000,.1259,.2192,.0000,.0000,.2055,.1283
20000827,2,0,0.306,.0000,.1137,.1936,.0000,.0000,.1992,.1212
20000903,2,0,0.1885,.0000,.1122,.0766,.0000,.0000,.1583,.0999
20000910,2,0,0.072,.0000,.0337,.0299,.0000,.0099,.1391,.0964
20000917,2,0,0.1015,.0000,.0620,.0153,.0000,.0248,.1411,.0975
20000924,2,0,0.204,.0000,.0923,.0073,.0371,.0695,.1500,.0411
20001001,2,0,0.4314,.0000,.0591,.0000,.0623,.3167,.2287,.1023
20001008,2,0,0.9681,.0000,.1273,.0067,.6329,.2226,.3202,.2304
20001015,2,0,0.9186,.0000,.0508,.0069,.6224,.2608,.4851,.3759
20001022,2,0,0.9703,.0000,.0140,.1274,.5892,.2692,.6117,.7234
20001029,2,0,0.972,.0000,.0221,.4389,.4550,.0836,.8024,.9504
20001105,2,0,0.972,.0000,.0157,.5693,.4000,.0146,.9037,.9719
20001112,2,0,0.9724,.0000,.0180,.6783,.2994,.0000,.9532,.9720
20010430,2,0,0.9768,.0000,.0466,.9321,.0000,.0000,.9444,.9756
20010507,1,100,0.9767,.0000,.0438,.9348,.0000,.0000,.9236,.9621
20010514,2,0,0.9766,.0000,.0409,.9375,.0000,.0000,.8926,.9282
20010521,1,100,0.9528,.0000,.0368,.9173,.0000,.0000,.8264,.8633
20010528,1,100,0.929,.0000,.0326,.8970,.0000,.0000,.7823,.7946
20010604,2,0,0.9052,.0000,.0285,.8768,.0000,.0000,.7333,.7611
20010611,1,100,0.8958,.0000,.0310,.8648,.0000,.0000,.6451,.6600
20010618,2,0,0.8863,.0000,.0335,.8528,.0000,.0000,.6016,.6488
20010625,2,0,0.8386,.0000,.0363,.8033,.0000,.0000,.5414,.5244
20010702,2,0,0.8177,.0000,.0292,.7893,.0000,.0000,.4637,.4039
20010709,2,0,0.8095,.0000,.0973,.7136,.0000,.0000,.4075,.4194
20010716,2,0,0.7516,.0000,.2097,.5418,.0000,.0000,.3634,.3836
20010723,2,0,0.6511,.0000,.1613,.4899,.0000,.0000,.3354,.3417
20010730,2,0,0.5393,.0000,.2083,.3310,.0000,.0000,.3014,.2944
20010806,2,0,0.509,.0000,.2299,.2865,.0000,.0000,.2472,.1947
20010813,2,0,0.5227,.0000,.3406,.1908,.0000,.0000,.2224,.1780
20010820,2,0,0.5177,.0000,.4728,.0560,.0000,.0000,.2055,.1283
20010827,2,0,0.3818,.0000,.3240,.0662,.0000,.0000,.1992,.1212
20010903,2,0,0.2827,.0000,.2554,.0332,.0000,.0000,.1583,.0999
20010910,2,0,0.2244,.0000,.2244,.0000,.0000,.0000,.1391,.0964
20010917,2,0,0.2656,.0000,.2656,.0000,.0000,.0000,.1411,.0975
20010924,2,0,0.1062,.0000,.1061,.0000,.0000,.0001,.1500,.0411
20011001,2,0,0.2414,.0000,.1989,.0000,.0104,.0358,.2287,.1023
20011008,2,0,0.5384,.0000,.3201,.0000,.1001,.1333,.3202,.2304
20011015,2,0,0.6772,.0000,.3599,.0000,.1176,.2141,.4851,.3759
20011022,2,0,0.97,.0000,.3757,.1170,.4150,.0922,.6117,.7234
20011029,2,0,0.9701,.0000,.3934,.2280,.3786,.0000,.8024,.9504
20011105,2,0,0.9728,.0000,.2702,.5204,.1435,.0573,.9037,.9719
20011112,2,0,0.973,.0000,.1143,.8087,.0614,.0000,.9532,.9720
20020430,2,0,0.9783,.0000,.0424,.9151,.0147,.0088,.9444,.9756
20020507,1,100,0.957,.0000,.0409,.9065,.0074,.0044,.9236,.9621
20020514,2,0,0.9357,.0000,.0393,.8980,.0000,.0000,.8926,.9282
20020521,1,100,0.9019,.0000,.0367,.8668,.0000,.0000,.8264,.8633
20020528,1,100,0.8682,.0000,.0341,.8355,.0000,.0000,.7823,.7946
20020604,2,0,0.8344,.0000,.0315,.8043,.0000,.0000,.7333,.7611
20020611,2,0,0.7283,.0000,.0423,.6877,.0000,.0000,.6451,.6600
20020618,2,0,0.7991,.0000,.1461,.6593,.0000,.0000,.6016,.6488
20020625,2,0,0.7351,.0000,.2220,.5214,.0000,.0000,.5414,.5244
20020702,2,0,0.7194,.0000,.2325,.4960,.0000,.0000,.4637,.4039
20020709,2,0,0.7384,.0000,.2445,.5042,.0000,.0000,.4075,.4194
20020716,2,0,0.6144,.0000,.2594,.3661,.0000,.0000,.3634,.3836
20020723,2,0,0.464,.0000,.1711,.3009,.0000,.0000,.3354,.3417
20020730,2,0,0.553,.0000,.2162,.3368,.0000,.0000,.3014,.2944
20020806,2,0,0.5743,.0000,.2790,.2953,.0000,.0000,.2472,.1947
20020813,2,0,0.5387,.0000,.2744,.2643,.0000,.0000,.2224,.1780
20020820,2,0,0.4667,.0000,.2131,.2535,.0000,.0000,.2055,.1283
20020827,2,0,0.4167,.0000,.1715,.2455,.0000,.0000,.1992,.1212
20020903,2,0,0.3701,.0000,.1355,.2347,.0000,.0000,.1583,.0999
20020910,2,0,0.2122,.0000,.0923,.1199,.0000,.0000,.1391,.0964
20020917,2,0,0.0935,.0000,.0429,.0506,.0000,.0000,.1411,.0975
20020924,2,0,0.1008,.0000,.0672,.0336,.0000,.0000,.1500,.0411
20021001,2,0,0.0399,.0000,.0076,.0044,.0000,.0285,.2287,.1023
20021008,2,0,0.2192,.0000,.1030,.0000,.0444,.0750,.3202,.2304
20021015,2,0,0.9128,.0000,.1198,.0037,.5886,.2250,.4851,.3759
20021022,2,0,0.9707,.0000,.1573,.0793,.6861,.0737,.6117,.7234
20021029,2,0,0.9606,.0000,.1623,.2294,.4224,.1648,.8024,.9504
20021105,2,0,0.9725,.0000,.1679,.3215,.4820,.0176,.9037,.9719
20021112,2,0,0.973,.0000,.1813,.6747,.1239,.0011,.9532,.9720
20030430,2,0,0.846,.0000,.0237,.7681,.0281,.0269,.9444,.9756
20030507,1,100,0.8919,.0000,.0611,.7783,.0297,.0253,.9236,.9621
20030514,2,0,0.9377,.0000,.0985,.7885,.0312,.0236,.8926,.9282
